Galaxy,Rad,Vobs,errV,Vgas,Vdisk,Vbulge
VIRTUAL_GALAXY_HALO,0.10135375475579844,2.182364729458918,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.115774808129553,2.4779559118236474,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.13036747588421138,2.773547094188377,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.14513382377835488,3.0691382765531063,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.16007594532125066,3.364729458917836,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.17519596219349431,3.6603206412825653,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.1904960246748127,3.9559118236472948,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.20597831207916115,4.251503006012024,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.22164503319725318,4.547094188376754,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.23749842674666716,4.842685370741483,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.2535407618296692,5.138276553106213,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.2697743383989062,5.433867735470942,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.28620148773111215,5.729458917835672,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.3028245729089898,6.025050100200401,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.31964598931141647,6.320641282565131,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.33666816511214,6.61623246492986,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.35389356178712744,6.9118236472945895,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.37132467463073104,7.207414829659319,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.3889640332808469,7.5030060120240485,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.40681420225323495,7.798597194388778,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.4248777814851858,8.094188376753507,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.443157406888709,8.389779559118237,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.46165575091343325,8.685370741482966,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.48037552311940823,8.980961923847696,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.49931947076,9.276553106212425,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.5184903793750809,9.572144288577155,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.5378910733947125,9.867735470941884,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.5575244167535355,10.163326653306614,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.577393313516069,10.458917835671343,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.5975007085131443,10.754509018036073,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.6178495879896868,11.050100200400802,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.6384429802640755,11.345691382765532,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.6592839563993126,11.641282565130261,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.6803756308862301,11.93687374749499,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.7017211623389888,12.23246492985972,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.7233237542030998,12.52805611222445,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.7451866554762338,12.823647294589179,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.7673131614420654,13.119238476953909,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.7897066144174251,13.414829659318638,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.8123704045130166,13.710420841683367,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.8353079704079832,14.006012024048097,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.8585228001386037,14.301603206412826,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.8820184319013977,14.597194388777556,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.905798454870945,14.892785571142285,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.9298665100327071,15.188376753507015,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.9542262910311735,15.483967935871744,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,0.9788815450336298,15.779559118236474,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.0038360736098813,16.0751503006012,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.029093733628259,16.370741482965933,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.0546584381682358,16.666332665330664,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.0805341574500096,16.96192384769539,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.1067249197813913,17.25751503006012,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.133234812522371,17.55310621242485,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.1600679830677185,17.848697394789582,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.187228639847998,18.14428857715431,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.214721053349393,18.439879759519037,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.2425495571527134,18.73547094188377,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.2707185489920119,19.0310621242485,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.2992324918332014,19.326653306613228,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.3280959149731149,19.622244488977955,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.3573134151594188,19.917835671342687,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.3868896577318428,20.213426853707418,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.4168293777851642,20.509018036072145,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.4471373813544124,20.804609218436873,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.4778185466227767,21.100200400801604,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.5088778251526849,21.395791583166336,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.5403202431405711,21.691382765531063,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.5721509026958205,21.98697394789579,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.6043749831444263,22.282565130260522,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.6369977423578836,22.578156312625254,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.6700245181078686,22.87374749498998,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.7034607294472635,23.16933867735471,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.7373118781180936,23.46492985971944,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.7715835499869712,23.76052104208417,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.8062814165086298,24.0561122244489,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.841411236218191,24.351703406813627,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.8769788562527585,24.647294589178358,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.9129902139030124,24.94288577154309,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,1.9494513381954475,25.238476953907817,1.0,0.0,0.0,0.0
