Galaxy,Rad,Vobs,errV,Vgas,Vdisk,Vbulge
VIRTUAL_GALAXY_HALO,1.9863683515059396,25.534068136272545,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.0237474712053323,25.829659318637276,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.061595011337737,26.125250501002007,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.099917384332312,26.420841683366735,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.1387211027492175,26.716432865731463,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.17801278106055,27.012024048096194,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.217799137467007,27.307615230460925,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.258086995751114,27.603206412825653,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.2988832871678055,27.89879759519038,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.3401950523732222,28.194388777555112,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.3820294433925833,28.489979959919843,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.4243937256279984,28.78557114228457,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.4672952799071717,29.0811623246493,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.510741604573869,29.37675350701403,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.5547403176211474,29.67234468937876,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.5992991588682997,29.96793587174349,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.6444259921825224,30.263527054108216,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.6901288077463428,30.559118236472948,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.736415724371823,30.85470941883768,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.783294991862682,31.150300601202407,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.8307749934253756,31.445891783567134,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.8788642481303213,31.741482965931866,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.927571413424402,32.0370741482966,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,2.976905287695964,32.33266533066133,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.026874812893512,32.62825651302605,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.0774890771993886,32.92384769539078,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.1287573177597,33.219438877755515,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.1806889234718114,33.51503006012024,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.2332934378308162,33.81062124248497,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.2865805618362955,34.1062124248497,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.3405601569608665,34.40180360721443,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.3952422481819493,34.697394789579164,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.4506370270782685,34.99298597194389,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.5067548549926473,35.28857715430862,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.563606266262635,35.58416833667335,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.621201971520678,35.879759519038075,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.679552861065414,36.175350701402806,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.7386700083058746,36.47094188376754,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.7985646732803273,36.76653306613227,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.85924830625157,37.062124248497,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.920732551380536,37.357715430861724,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,3.9830292504801337,37.653306613226455,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.046150446851253,37.948897795591186,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.110108389202956,38.24448897795591,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.174915535658969,38.54008016032064,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.240584557852499,38.83567134268537,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.307128345111665,39.131262525050104,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.374560008737707,39.426853707414836,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.4428928863783135,39.72244488977956,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.5121405464984266,40.01803607214429,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.582316792950928,40.31362725450902,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.653435669649764,40.609218436873746,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.725511465348009,40.90480961923848,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.7985587185235525,41.20040080160321,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.872592222375097,41.49599198396794,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,4.9476270299312795,41.79158316633267,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.023678459275743,42.087174348697395,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.100762098891149,42.38276553106213,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.178893813125137,42.67835671342686,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.258089747781316,42.97394789579158,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.338366335838584,43.26953907815631,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.4197403033019445,43.565130260521045,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.502228675188308,43.860721442885776,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.58584878165072,44.15631262525051,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.670618264244599,44.45190380761523,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.7565550823396885,44.74749498997996,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.843677519681473,45.043086172344694,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,5.932004191106056,45.33867735470942,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.021554049412378,45.63426853707415,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.112346392396029,45.92985971943888,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.204400870048845,46.22545090180361,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.297737491928677,46.52104208416834,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.39237663470383,46.81663326653307,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.488339049876842,47.1122244488978,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.585645871692317,47.40781563126253,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.684318625233769,47.703406813627254,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.784379234714557,47.998997995991985,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.885850031968031,48.294589178356716,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,6.9887537651423655,48.59018036072145,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.09311360760551,48.88577154308618,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.198953167066014,49.1813627254509,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.306296494915558,49.476953907815634,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.415168095799189,49.772545090180365,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.525592937419586,50.06813627254509,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.6375964605816495,50.36372745490982,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.751204589484068,50.65931863727455,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.866443742264688,50.95490981963928,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,7.983340841806646,51.250501002004015,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.101923326812525,51.54609218436874,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.222219163153989,51.84168336673347,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.344256855504533,52.1372745490982,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.468065459263281,52.432865731462925,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.59367459277807,52.72845691382766,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.72111444987606,53.02404809619239,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.850415812710738,53.31963927855712,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,8.981610064934134,53.61523046092185,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.114729205203538,53.910821643286575,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.249805861032232,54.206412825651306,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.386873302994,54.50200400801604,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.525965459291667,54.79759519038076,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.667116930699992,55.09318637274549,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.810363005893777,55.388777555110224,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,9.955739677172298,55.684368737474955,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,10.103283656591582,55.979959919839686,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,10.25303239251629,56.27555110220441,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,10.405024086603593,56.57114228456914,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,10.559297711231553,56.86673346693387,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,10.715893027385071,57.1623246492986,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,10.874850603012996,57.45791583166333,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,11.036211831870116,57.75350701402806,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,11.20001895285854,58.04909819639279,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,11.366315069883271,58.34468937875752,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,11.535144172237276,58.640280561122246,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,11.706551155531942,58.93587174348698,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,11.880581843189164,59.23146292585171,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,12.05728300851219,59.52705410821643,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,12.236702397352417,59.822645290581164,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,12.418888751390428,60.118236472945895,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,12.603891832049824,60.41382765531063,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,12.79176244506315,60.70941883767536,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,12.982552465709901,61.00501002004008,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,13.176314864747178,61.30060120240481,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,13.373103735054434,61.596192384769545,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,13.572974319014126,61.89178356713427,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,13.775983036651473,62.187374749499,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,13.982187514556479,62.48296593186373,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,14.191646615612965,62.77855711422846,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,14.404420469559744,63.074148296593194,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,14.620570504410022,63.36973947895792,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,14.840159478756236,63.66533066132265,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,15.063251514988048,63.96092184368738,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,15.289912133452887,64.2565130260521,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,15.520208287588565,64.55210420841684,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,15.754208400059376,64.84769539078157,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,15.991982399927728,65.1432865731463,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,16.233601760894537,65.43887775551103,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,16.47913954064299,65.73446893787576,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,16.728670421321358,66.03006012024048,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,16.982270751201924,66.32565130260521,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,17.24001858755421,66.62124248496994,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,17.501993740772512,66.91683366733467,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,17.76827781979875,67.2124248496994,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,18.038954278883306,67.50801603206413,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,18.314108465728236,67.80360721442887,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,18.593827671058623,68.0991983967936,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,18.87820117966967,68.39478957915833,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,19.167320322998865,68.69038076152304,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,19.461278533274452,68.98597194388778,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,19.760171399293082,69.28156312625251,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,20.064096723881917,69.57715430861724,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,20.3731545831022,69.87274549098197,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,20.68744738725355,70.1683366733467,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,21.007079943740557,70.46392785571143,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,21.33215952186544,70.75951903807615,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,21.662795919613206,71.05511022044088,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,21.999101532497882,71.35070140280561,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,22.341191424541513,71.64629258517034,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,22.689183401460053,71.94188376753507,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,23.04319808613314,72.2374749498998,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,23.403358996438,72.53306613226454,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,23.769792625530517,72.82865731462927,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,24.142628524659973,73.124248496994,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,24.521999388607338,73.41983967935872,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,24.908041143840517,73.71543086172345,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,25.300893039483356,74.01102204408818,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,25.700697741199804,74.30661322645291,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,26.10760142809778,74.60220440881764,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,26.521753892762117,74.89779559118237,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,26.94330864453002,75.1933867735471,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,27.372423016127247,75.48897795591182,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,27.809258273787922,75.78456913827655,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,28.253979730985677,76.08016032064128,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,28.70675686590959,76.37575150300601,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,29.167763442823258,76.67134268537075,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,29.637177637451337,76.96693386773548,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,30.115182166543832,77.26252505010021,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,30.601964421774603,77.55811623246494,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,31.09771660813709,77.85370741482967,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,31.602635887006965,78.14929859719439,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,32.116924524048954,78.44488977955912,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,32.64079004215172,78.74048096192385,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,33.17444537958358,79.03607214428858,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,33.718109053569044,79.33166332665331,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,34.27200532949529,79.62725450901804,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,34.83636439596641,79.92284569138278,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,35.41142254593265,80.21843687374749,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,35.997422364132014,80.51402805611222,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,36.59461292109106,80.80961923847696,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,37.20324997394377,81.10521042084169,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,37.823596174337396,81.40080160320642,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,38.45592128370693,81.69639278557115,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,39.10050239621182,81.99198396793588,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_HALO,39.75762416964184,82.28757515030061,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_COMPACT,0.10369807587501617,9.572144288577155,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_COMPACT,0.10757821467894249,9.867735470941884,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_COMPACT,0.1115048833507071,10.163326653306614,1.0,0.0,0.0,0.0
VIRTUAL_GALAXY_COMPACT,0.11547866270321382,10.458917835671343,1.0,0.0,0.0,0.0
